Converted,Path,UserId
0,display,000000b7-6230-4900-a27f-c92e0ba6fc4c
0,search,000001b9-0cea-4ebf-80a8-efe22c902a64
0,display,00000621-8230-4551-82ba-45f08de06094
0,display,000010ee-9832-47f0-a9fd-3883fce71d2e
0,display,00002833-6883-40df-ad54-90e016b9badb
0,display,000049db-54e8-4929-a46c-4e93c6af517f
0,search,00005a31-8b2f-4881-a098-4e4470118c2b
0,display,00005cfe-4385-4771-8299-c10eaf786d8a
0,display,000064d6-dca0-4f3b-9700-f37655dd3fd8
0,search,00007b5a-0b3e-4ae9-8c16-958eed1ed4e3
0,display,00007f4f-642f-4c54-9434-1272e85706f0
0,search,000085d3-f593-452c-88d1-3f3c1de2c774
0,display,00008cd8-2c59-4b78-83b7-fb320afd359b
0,display,0000988d-6faf-4149-98ea-f79b08174753
0,display,0000a387-6358-4c9d-ab54-4066ef47e806
0,display,0000b7fc-a84f-4cc4-8281-0be9f1f639c2
0,display,0000c45d-8716-4017-922d-d63565248c92
0,display > display,0000c45d-8716-4017-922d-d63565248c92
0,display,0000c478-2047-4b9c-96d6-14fcda46ba61
0,display,0000c52e-09b9-42ff-ad36-010190930d2c
0,display,0000c599-ceda-47d2-9163-2a15a45c6be7
0,display > display > display,0000c599-ceda-47d2-9163-2a15a45c6be7
0,display,0000c90d-d900-4252-96f7-4adc732cd381
0,display,0000d502-2fa6-4deb-a15f-41cbea895164
0,display,0000db63-3899-43c4-9a55-b6e76acee18d
0,display,0000ddd2-4fb0-47d8-9dc0-8fe5baabf0f1
0,display,0000f214-e774-4c9b-af52-6215fecfc043
0,display,0000fc70-f4e9-4f10-87a1-63142a72312f
0,display,00010289-e9dc-4e6c-acec-5a93c88d29d9
0,display,00010a61-21a4-419e-a17b-e8e63b8da5b9
0,display,00010ce8-7ed0-47fa-8ea4-60b53b181447
0,display,00011fa0-1695-4ba0-8316-7c84c4c91af9
0,display,00012347-8cfe-48cd-9168-c332536e2d0f
0,search,00012bff-a025-4ec1-ae7f-005aee11f3a5
0,display,0001499f-f4a7-4bd7-ae9b-8311b65a862c
0,display,000149a9-2394-4d27-af3b-4a20735e45ef
0,display,00014d8b-0822-4cc7-aad5-20d0748a289f
0,display,0001783b-9a32-4d7c-9419-fe2f1625e4e5
0,email,0001a25e-68f2-4704-a85d-bf2668b34f3b
0,display,0001a28d-47db-417a-8686-204eea4f0bee
0,display,0001c4ea-7349-464a-ae24-fdaa2d375898
0,display,0001cb2b-3e59-47b6-a6aa-21f2df6d02f4
0,display,0001cc95-daa9-4ade-b607-fe49e08150fe
0,display,0001dc16-994d-42b3-868a-f1f0c772aff3
0,display,0001df37-239a-42fd-bcf6-d94a78070b0b
0,display,0001ec1d-dfe8-4f70-9796-06c5dd96e0d8
0,display,0001ee0f-495f-4bfc-817c-29b65bee5b0d
0,display,0001eed9-d3d8-4e3b-ba67-e05580659bb6
0,display > display,0001eed9-d3d8-4e3b-ba67-e05580659bb6
0,display,000209fd-edae-4467-8ceb-31a08ee28706
0,search,0002104b-e81b-412d-ac07-22bb8b8ce00f
0,search,000210a8-060b-4e87-b752-3ec83e194761
0,search,00021a00-b3c1-478e-9051-25a2626f597f
0,display,00021d3b-d54c-4212-b672-96f7b3bc3781
0,search,00023cf6-5216-4b0b-bc70-dc0d71e2ae19
0,display,00023e95-34c7-4fa1-b8e8-ca6f26f1e972
0,display,00023f42-0ecd-4901-8ae9-4f2e8a3eeff0
0,display,00024721-ebad-4773-8ae3-993593c22177
0,display,00025ee6-3bf9-44e8-9074-144e36d89dc5
0,display,00026351-d66b-4b62-a91a-fc20571e4293
0,display > search,00026351-d66b-4b62-a91a-fc20571e4293
0,display,00026661-b015-416b-98f7-63329ba67a01
0,display,00027061-64ae-41bf-b63e-ceb761516bbd
0,display,0002744f-fab1-435e-aaeb-2cb1666cc044
0,display,00027a33-b4a3-40f0-8b1e-31e704b341e6
0,display,00027bcb-5b04-412e-9bcb-f5662adedabd
0,display,00027d37-d06d-41e8-b3ae-886d91b3eade
0,display,00028ac4-7819-405f-b9dc-63e7aa8fcbbc
0,display,0002920a-5db9-4751-b84a-4506de4d003d
0,search,0002a3b1-00b9-435e-a970-64bbc106ec5c
0,display,0002a3b5-a199-4c0f-aae3-c843ab01b83e
0,display,0002a572-fa4d-448e-8c52-ebff621b21fc
0,affiliate,0002a8b2-51a7-4104-8ab9-7356e01232ad
0,display,0002c90f-c31f-47b7-8c02-bf4f859eedea
0,display,0002d5ae-7866-40a0-9157-c6ef96aaf9e7
0,display,0002f006-0baf-4107-82f3-01b4ac610445
0,display,000306b4-4a80-4c69-8fcf-37cd6c08fa77
0,display,0003075b-dd35-4c67-b0c9-a72d53751e82
0,display,00030e5d-47ad-4636-bb05-847609f6304b
0,display,00031f5d-2cae-4811-a2c1-5a0814b9061b
0,display,0003219f-45cc-421e-b748-fa4e7d37a175
0,display,00032312-e435-4911-a2b2-b9085a377bb3
0,display,00032a40-1673-4846-8093-3159167f163b
0,display,0003306f-ef0f-4e83-92e0-b9dd5450fb71
0,display,00033428-4078-4014-852f-36b1c7b0593e
0,display,00035054-1694-416f-9ebd-a0649ef96064
0,display,0003507a-0d43-44f1-8766-2c7e8160d049
0,display,000353ba-1dc2-4669-a455-7048adab9ba3
0,display,00036d2f-5a0e-4c85-8ec3-f617052b651a
0,display,000376be-30bc-43ad-b7f3-96cf4945e7a4
0,display,00037987-3f76-469c-a95f-a312fc33dc1b
0,display,00038b15-0c61-4697-b53a-678e38a9c028
0,display,00038b1e-33c8-4fa7-8986-7fc51ce6de7b
0,social-inferred,0003c395-cdc7-4e31-b988-8a4f27506f72
0,display,0003e60e-3390-4e52-84d3-3910fc4f3ebd
0,email,0003eed2-3e7d-4f74-8903-4ee45404bbf7
0,display,0003f75d-b5b7-4d03-9c16-b537cf50e4f7
0,display,0003f88e-7ed1-4867-b372-bea92d0f6895
0,display,0003fe59-2d70-4b7c-b881-a399969f2d47
0,display,000405fe-3e02-4152-8bca-e3c00dd03ed8
0,display,000408c9-1830-4c95-9758-a41895eb4b2b
0,search,00040c9c-e0ba-4821-a193-972db88ca8d2
0,display,00041f12-ab4a-4619-95a1-552f517e28c7
0,display,00042405-8f3a-465f-ac14-a25d32ce36f9
0,display,0004277e-5932-4eb3-a07d-da721df019f4
0,display,00044054-35a3-46cb-84c8-d6ed5d962e69
0,display,00045b7f-d850-41f4-b1f1-9c23782ce845
0,display,0004709b-49bb-4b46-914f-fb6dd9db3670
0,display,000470c0-ec05-4d14-a23e-54819332e0cb
0,display,00048043-d7c6-4c4a-9039-cb8f712b34d0
0,display,00049874-5401-43d5-aa27-74cff724d4c9
0,display,0004b6cc-797e-4e41-8e4a-36e9e66e8b60
0,display,0004b757-470f-48b6-b6ee-ee53f061a5a2
0,display > display,0004b757-470f-48b6-b6ee-ee53f061a5a2
