"","ST_CASE","OBJECT_ID","FID","LATITUDE","LONGITUD","PERMVIT","PERSONS","MONTH","DAY_WEEK","HOUR","ROUTE","SP_JUR","HARM_EV","RELJCT1","RELJCT2","TYP_INT","WRK_ZONE","REL_ROAD","LGT_COND","WEATHER","FATALS","STATE","A_RU","A_INTER","A_TOD","A_DOW","A_CT","A_MC","A_SPCRA","A_PED","A_ROLL","A_POLPUR","A_POSBAC","A_D15_20","A_D65PLS","A_D21_24","A_HR","A_DIST","A_DROWSY","STATE_NAME","drunkDr"
"22878",410078,41,1770,44.55586111,-123.0998667,3,3,4,6,14,3,0,12,0,1,1,0,1,1,2,2,41,1,2,1,1,2,2,2,2,2,2,2,2,1,1,2,2,2,"Oregon",0
"22879",410079,41,1715,44.65921667,-123.0596528,1,1,4,7,0,7,0,8,0,1,1,0,1,2,5,1,41,1,1,2,2,1,2,2,1,2,2,3,2,2,2,1,2,2,"Oregon",0
"22880",410080,41,1197,45.50048333,-122.8030889,1,1,4,1,23,6,0,8,0,1,1,0,1,2,10,1,41,2,2,2,2,1,2,2,1,2,2,3,2,2,2,2,2,2,"Oregon",0
"22881",410081,41,1732,44.61941667,-123.7019417,3,3,4,2,0,2,0,12,0,1,1,0,1,3,10,1,41,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,"Oregon",1
"22882",410082,41,4038,42.36530556,-122.8586806,1,1,4,3,10,8,0,8,0,1,1,0,5,1,2,1,41,3,3,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,"Oregon",0
"22883",410083,41,1791,44.526625,-122.9453861,2,2,4,5,19,4,0,12,0,1,1,0,1,1,1,1,41,1,2,2,1,2,2,2,2,2,2,3,1,2,2,2,2,2,"Oregon",0
"22884",410084,41,2357,43.6616,-123.3469472,1,1,4,7,14,3,0,42,0,1,1,0,4,1,98,1,41,1,2,1,2,1,2,1,2,2,2,2,1,2,2,2,2,2,"Oregon",0
"22885",410085,41,1019,45.82380556,-119.3491944,3,3,4,7,20,4,0,38,0,1,1,0,5,2,1,1,41,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,"Oregon",1
"22886",410086,41,2647,43.32054167,-122.693925,4,4,4,1,12,3,0,42,0,1,1,0,4,1,98,2,41,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,"Oregon",0
"22887",410087,41,1391,45.14546667,-117.9701139,8,8,4,1,3,1,0,1,0,1,1,0,4,2,1,1,41,1,1,2,2,1,2,1,2,1,2,2,2,2,2,2,2,2,"Oregon",0
"22888",410088,41,1925,44.31437222,-121.2166389,1,1,4,1,18,4,0,42,0,1,1,0,4,1,1,1,41,1,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,"Oregon",0
"22889",410089,41,1151,45.55955278,-122.5129444,1,1,4,4,1,6,0,30,0,1,1,0,4,3,10,1,41,2,2,2,1,1,2,1,2,2,2,1,2,2,1,2,2,2,"Oregon",1
"22890",410090,41,1538,44.93024444,-122.668975,1,1,4,6,15,3,0,42,0,1,1,0,4,1,1,1,41,1,2,1,1,1,2,2,2,2,2,2,2,1,2,2,2,2,"Oregon",0
"22891",410091,41,2967,43.06936944,-121.4285139,5,5,4,7,17,4,0,1,0,1,1,0,4,1,1,1,41,1,2,1,2,1,2,1,2,1,2,1,1,2,2,2,2,2,"Oregon",1
"22892",410092,41,1252,45.42403611,-118.0339528,5,5,4,7,17,4,0,34,0,1,1,0,4,1,1,1,41,1,2,1,2,1,2,1,2,1,2,1,2,2,2,2,2,2,"Oregon",1
"22893",410093,41,4422,42.14767222,-123.539425,3,3,4,7,23,4,0,42,0,1,1,0,4,2,1,1,41,1,2,2,2,1,2,1,2,2,2,1,1,2,2,2,2,2,"Oregon",1
"22894",410094,41,1212,45.48508889,-123.1267972,2,2,4,7,11,3,0,12,0,2,3,0,1,1,1,1,41,1,2,1,2,2,1,2,2,2,2,3,2,2,2,2,2,2,"Oregon",0
"22895",410095,41,2978,43.06403333,-123.1829639,3,3,4,7,23,4,0,1,0,1,1,0,4,2,1,1,41,1,2,2,2,1,2,2,2,1,2,1,2,2,2,2,2,2,"Oregon",1
"22896",410096,41,1135,45.57439167,-122.6340861,2,2,4,1,2,6,0,21,0,1,1,0,4,3,1,1,41,2,2,2,2,1,2,1,2,2,2,1,1,2,2,2,2,2,"Oregon",1
"22897",410097,41,1701,44.68110556,-123.0619611,1,1,4,1,20,6,0,33,0,1,1,0,3,2,1,1,41,2,2,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,"Oregon",1
"22898",410098,41,2091,44.05959444,-123.06325,4,4,4,2,2,6,0,42,0,1,1,0,4,3,1,2,41,2,2,2,2,1,2,1,2,2,2,1,2,2,2,2,2,2,"Oregon",1
"22899",410099,41,1230,45.45286944,-122.6412389,2,2,4,2,3,3,0,12,0,3,3,0,1,3,1,1,41,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,"Oregon",1
"22900",410100,41,1227,45.45596944,-119.6782528,2,2,4,4,13,3,0,12,0,1,1,0,1,1,1,1,41,1,2,1,1,2,2,2,2,2,2,3,2,2,2,2,2,2,"Oregon",0
"22901",410101,41,4060,42.35855833,-122.9040611,4,4,4,3,20,3,0,15,0,1,1,0,1,2,1,1,41,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,"Oregon",0
"22902",410102,41,2053,44.10158333,-123.4570944,2,2,4,4,17,4,0,38,0,1,1,0,5,1,1,1,41,1,2,1,1,1,2,1,2,2,2,1,2,2,2,2,2,2,"Oregon",1
"22903",410103,41,1354,45.20845,-122.9378639,1,1,4,5,21,3,0,42,0,3,2,0,4,2,10,1,41,1,2,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2,"Oregon",1
"22904",410104,41,1926,44.31284444,-123.29545,1,1,4,6,15,3,0,42,0,1,1,0,4,1,10,1,41,1,2,1,1,1,2,2,2,1,2,3,2,1,2,2,2,2,"Oregon",0
"22905",410105,41,1269,45.39685,-122.9602222,1,1,4,6,3,4,0,42,0,3,3,0,4,2,10,1,41,1,2,2,1,1,2,2,2,1,2,2,2,2,1,2,2,2,"Oregon",0
"22906",410106,41,1207,45.49173333,-122.4817444,1,1,4,7,20,2,0,8,0,1,1,0,1,1,1,1,41,2,2,2,2,1,2,1,1,2,2,3,1,2,2,1,2,2,"Oregon",0
"22907",410107,41,1205,45.49395,-118.4146722,2,2,4,1,2,1,0,1,0,1,1,0,3,2,1,2,41,1,1,2,2,1,2,1,2,1,2,2,2,2,2,2,2,2,"Oregon",0
"22908",410108,41,2744,43.20583611,-123.1780417,2,2,4,1,15,4,0,58,0,1,1,0,5,1,10,1,41,1,2,1,2,1,2,2,2,2,2,3,2,1,2,2,2,1,"Oregon",0
"22909",410109,41,4286,42.23937222,-122.7733444,1,1,4,1,21,3,0,8,0,1,1,0,1,2,1,1,41,2,2,2,2,1,2,2,1,2,2,3,2,2,1,2,2,2,"Oregon",0
"22910",410110,41,2830,43.14581944,-123.3805583,2,2,5,6,8,3,0,12,0,2,2,0,1,1,1,1,41,2,2,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,"Oregon",0
"22911",410111,41,2876,43.11588333,-124.2914667,4,4,5,1,15,3,0,12,0,2,3,0,1,1,1,1,41,1,2,1,2,2,1,2,2,2,2,3,2,2,2,2,2,2,"Oregon",0
"22912",410112,41,1343,45.23804722,-122.6365639,1,1,5,1,21,4,0,42,0,1,1,0,4,2,1,1,41,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,"Oregon",1
"22913",410113,41,3115,42.98671389,-117.151825,3,3,5,1,10,2,0,1,0,1,1,0,1,1,1,1,41,1,2,1,2,2,1,2,2,2,2,3,2,1,2,2,2,2,"Oregon",0
"22914",410114,41,4539,42.07201389,-121.8859222,1,1,5,1,14,4,0,34,0,1,1,0,4,1,1,1,41,1,2,1,2,1,1,2,2,2,2,1,2,2,2,2,2,2,"Oregon",1
"22915",410115,41,1125,45.59317778,-123.215975,1,1,5,6,18,4,0,34,0,1,1,0,4,1,1,1,41,1,2,2,2,1,2,1,2,1,2,1,2,2,2,2,2,2,"Oregon",1
"22916",410116,41,2618,43.35411389,-123.3260444,3,3,5,1,17,4,0,52,0,1,1,0,4,1,1,1,41,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,1,2,"Oregon",0
"22917",410117,41,1433,45.07166944,-123.1080667,1,1,5,2,7,4,0,1,0,1,1,0,4,1,10,1,41,1,2,1,1,1,2,1,2,1,2,2,2,2,2,2,2,2,"Oregon",0
"22918",410118,41,1181,45.52383611,-122.7453583,3,3,5,1,19,6,0,1,0,1,1,0,1,1,1,2,41,2,2,2,2,1,2,1,2,1,2,1,2,2,2,2,2,2,"Oregon",1
"22919",410119,41,2093,44.05413889,-123.2347056,3,3,5,3,8,3,0,11,0,1,1,0,1,1,10,1,41,1,2,1,1,2,2,2,2,2,2,3,2,2,2,2,2,2,"Oregon",0
"22920",410120,41,1834,44.46163889,-123.1102944,2,2,5,1,11,3,0,12,0,2,2,0,1,1,1,1,41,1,2,1,2,2,2,2,2,2,2,3,2,1,2,2,2,2,"Oregon",0
"22921",410121,41,4229,42.26974167,-121.880275,3,3,5,4,18,3,0,12,0,1,1,0,1,1,1,1,41,1,2,2,1,2,2,2,2,2,2,1,2,1,2,2,2,2,"Oregon",1
"22922",410122,41,1654,44.75560278,-122.5251056,1,1,5,5,2,4,0,1,0,1,1,0,4,2,2,1,41,1,2,2,1,1,2,2,2,1,2,1,2,2,1,2,2,2,"Oregon",1
"22923",410123,41,2195,43.889725,-122.7247028,3,3,5,5,16,3,0,12,0,1,1,0,1,1,10,1,41,1,2,1,1,2,2,2,2,2,2,3,2,2,2,2,2,2,"Oregon",0
"22924",410124,41,1370,45.16798611,-123.5301528,2,2,5,5,20,4,0,34,0,1,1,0,4,5,10,1,41,1,2,2,1,1,2,1,2,1,2,2,2,2,2,2,2,2,"Oregon",0
"22925",410125,41,1495,44.9735,-123.0200306,1,1,5,7,0,3,0,8,0,1,1,0,4,3,10,1,41,2,2,2,2,1,2,2,1,2,2,1,2,2,2,2,2,2,"Oregon",1
"22926",410126,41,2431,43.59740833,-121.5634833,2,2,5,1,4,2,0,8,0,1,1,0,1,2,5,1,41,1,2,2,2,2,2,2,1,2,2,3,2,2,2,2,2,2,"Oregon",0
"22927",410127,41,1131,45.57740278,-122.6477722,2,2,5,4,21,6,0,12,0,1,1,0,1,3,1,1,41,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,"Oregon",1
"22928",410128,41,2097,44.04853333,-123.0232944,1,1,5,2,0,3,0,30,0,1,1,0,4,3,1,1,41,2,2,2,2,1,2,1,2,2,1,1,2,2,2,2,2,2,"Oregon",1
"22929",410129,41,1552,44.91694444,-122.9931389,1,1,6,3,0,3,0,8,1,18,1,1,1,3,10,1,41,2,2,2,1,1,2,1,1,2,2,1,1,2,2,2,2,2,"Oregon",1
"22930",410130,41,1171,45.532325,-122.6021778,2,2,6,4,17,6,0,8,0,2,2,0,1,1,10,1,41,2,2,1,1,1,2,2,1,2,2,1,2,2,2,2,2,2,"Oregon",1
"22931",410131,41,4188,42.28737222,-120.0693222,1,1,5,3,6,4,0,11,0,1,1,0,1,1,1,1,41,1,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,"Oregon",0
"22932",410132,41,1650,44.75937778,-122.3260472,3,3,5,4,12,3,0,12,0,4,1,0,1,1,1,1,41,1,2,1,1,2,1,2,2,2,2,2,2,1,2,2,2,2,"Oregon",0
"22933",410133,41,1762,44.56405278,-121.1224556,1,1,5,4,18,2,0,1,0,1,1,0,4,1,1,1,41,1,2,2,1,1,2,2,2,1,2,3,2,2,2,2,2,2,"Oregon",0
"22934",410134,41,1957,44.26875556,-121.4299556,1,1,6,5,20,4,0,1,0,1,1,0,4,5,1,1,41,1,2,2,1,1,2,1,2,1,2,1,2,1,2,2,2,2,"Oregon",1
"22935",410135,41,1610,44.82190278,-121.3651222,3,3,6,5,20,2,0,12,0,1,1,0,1,5,1,1,41,1,2,2,1,2,2,2,2,2,2,1,2,1,2,2,2,1,"Oregon",1
"22936",410136,41,2108,44.03919444,-123.2946333,1,1,6,6,1,4,0,34,0,1,1,0,4,2,1,1,41,1,2,2,1,1,1,1,2,2,2,1,2,2,2,2,2,2,"Oregon",1
"22937",410137,41,2153,43.98372778,-122.9910639,4,4,6,3,13,4,0,8,0,1,1,0,1,1,1,1,41,1,2,1,1,2,2,1,1,2,2,3,1,2,2,2,2,2,"Oregon",0
"22938",410138,41,2359,43.66031389,-123.4174778,2,2,6,5,5,3,0,12,0,1,1,0,1,2,1,1,41,1,2,2,1,2,2,2,2,2,2,3,2,1,2,2,2,2,"Oregon",0
"22939",410139,41,2348,43.66731389,-123.4786306,1,1,6,6,16,3,0,42,0,1,1,0,4,1,1,1,41,1,2,1,1,1,2,2,2,2,2,2,2,1,2,2,2,2,"Oregon",0
"22940",410140,41,3024,43.03685556,-124.0700611,2,2,6,1,10,3,0,12,0,1,1,0,1,1,1,1,41,1,2,1,2,2,1,2,2,2,2,1,1,2,2,2,2,2,"Oregon",1
"22941",410142,41,1160,45.54679722,-122.6694528,1,1,5,2,1,1,0,33,0,3,2,0,4,3,1,1,41,1,1,2,2,1,2,1,2,1,2,2,2,2,1,2,2,2,"Oregon",0
"22942",410143,41,1206,45.49332778,-122.62265,1,1,5,4,12,6,0,9,0,2,2,0,1,1,1,1,41,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,"Oregon",0
"22943",410144,41,1097,45.65177778,-123.9317111,1,1,5,6,20,2,0,42,0,1,1,0,4,5,1,1,41,1,2,2,2,1,2,1,2,2,2,1,2,2,2,2,2,2,"Oregon",1
"22944",410145,41,1724,44.62968889,-123.0345639,2,2,5,6,11,2,0,12,0,1,1,0,1,1,1,2,41,2,2,1,1,2,2,2,2,2,2,1,2,1,2,2,2,2,"Oregon",1
"22945",410147,41,1765,44.560425,-123.1208639,3,3,6,4,16,3,0,12,0,1,1,0,1,1,1,2,41,1,2,1,1,2,2,2,2,1,2,2,2,2,1,2,2,2,"Oregon",0
"22946",410148,41,2738,43.21228333,-123.2434528,2,2,6,4,23,3,0,35,0,1,1,0,4,2,1,2,41,1,2,2,1,1,2,1,2,2,2,2,1,2,2,2,2,2,"Oregon",0
"22947",410149,41,1597,44.84469444,-123.3049722,4,4,6,7,6,3,0,38,0,1,1,0,5,1,1,1,41,1,2,1,2,1,2,2,2,1,2,3,1,2,2,2,2,1,"Oregon",0
"22948",410150,41,4373,42.18087222,-123.0446694,3,3,6,7,20,4,0,1,0,1,1,0,1,5,1,1,41,1,2,2,2,1,2,1,2,1,2,1,2,2,2,2,2,2,"Oregon",1
"22949",410151,41,1226,45.45993889,-123.8073889,6,6,6,7,12,3,0,12,0,2,2,0,1,1,1,1,41,1,2,1,2,3,2,2,2,2,2,3,1,1,2,2,2,2,"Oregon",0
"22950",410152,41,1182,45.52304722,-122.6675972,1,1,6,1,14,6,0,8,0,1,1,0,4,1,1,1,41,2,2,1,2,1,2,2,1,2,2,3,2,2,2,2,2,2,"Oregon",0
"22951",410153,41,1329,45.27104444,-122.6447194,1,1,6,1,23,4,0,1,0,1,1,0,4,2,1,1,41,1,2,2,2,1,2,2,2,1,2,1,2,2,2,2,2,2,"Oregon",1
"22952",410154,41,3782,42.49356389,-123.4381139,2,2,6,2,0,4,0,35,0,1,1,0,4,2,1,1,41,1,2,2,2,1,2,2,2,1,2,1,2,2,2,2,2,2,"Oregon",1
"22953",410155,41,1953,44.27621667,-117.6762694,1,1,6,2,12,2,0,38,0,1,1,0,5,1,1,1,41,1,2,1,1,1,1,2,2,2,2,3,2,1,2,2,2,2,"Oregon",0
"22954",410156,41,2043,44.12270278,-123.0480306,2,2,6,5,23,1,0,15,0,1,1,0,1,2,1,1,41,1,1,2,1,1,2,2,2,2,2,3,2,2,2,2,2,2,"Oregon",0
"22955",410157,41,2160,43.97043333,-120.4957583,4,4,6,7,23,4,0,1,0,1,1,0,4,2,1,1,41,1,2,2,2,1,2,1,2,1,2,1,2,2,2,2,2,2,"Oregon",1
"22956",410158,41,1058,45.72795278,-120.6576583,2,2,6,2,23,1,0,12,0,1,1,0,1,2,1,1,41,1,1,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,"Oregon",1
"22957",410159,41,2705,43.24156111,-123.4361083,5,5,6,2,19,4,0,12,0,1,1,0,1,1,1,2,41,1,2,2,1,2,2,2,2,1,2,1,2,2,2,2,2,2,"Oregon",1
"22958",410160,41,1172,45.53203611,-122.2040889,1,1,6,7,10,4,0,9,0,1,1,0,1,1,1,1,41,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,"Oregon",0
"22959",410161,41,3519,42.67545556,-122.0156361,3,3,6,7,11,4,0,12,0,1,1,0,1,1,1,1,41,1,2,1,2,2,1,1,2,2,2,3,2,1,2,2,2,2,"Oregon",0
"22960",410162,41,2340,43.67951111,-123.9377944,7,7,6,1,14,3,0,12,0,1,1,0,1,1,1,1,41,1,2,1,2,3,2,2,2,2,2,3,2,2,2,2,2,2,"Oregon",0
"22961",410163,41,1167,45.53973056,-122.2150333,4,4,6,1,14,2,0,16,0,1,1,0,1,1,10,1,41,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,"Oregon",0
"22962",410164,41,1527,44.93895,-123.0617694,1,1,6,2,20,6,0,24,0,1,1,0,4,5,1,1,41,2,2,2,1,1,1,1,2,2,2,1,2,2,2,2,2,2,"Oregon",1
"22963",410165,41,3498,42.6887,-122.8413917,2,2,7,4,20,4,0,1,0,1,1,0,4,5,1,1,41,1,2,2,1,1,2,2,2,1,2,1,2,2,2,2,2,2,"Oregon",1
"22964",410166,41,3988,42.38888333,-122.4389667,1,1,7,5,14,3,0,1,0,1,1,0,4,1,1,1,41,1,2,1,1,1,2,2,2,1,2,2,2,1,2,2,2,2,"Oregon",0
"22965",410167,41,1525,44.93945833,-123.0167222,1,1,1,5,5,6,0,8,0,3,3,0,1,3,1,1,41,2,2,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,"Oregon",0
"22966",410168,41,2080,44.07148611,-123.0422583,1,1,1,2,9,6,0,8,0,8,1,0,1,1,10,1,41,2,2,1,1,1,2,2,1,2,2,2,2,2,1,2,2,2,"Oregon",0
"22967",410169,41,1686,44.7079,-122.91905,1,1,2,4,19,4,0,38,0,1,1,0,5,2,5,1,41,1,2,2,1,1,2,2,2,2,2,3,2,1,2,2,2,2,"Oregon",0
"22968",410170,41,949,46.06313333,-123.02845,1,1,2,5,6,4,0,42,0,1,1,0,4,1,10,1,41,1,2,1,1,1,2,2,2,1,2,3,2,2,2,2,2,2,"Oregon",0
"22969",410171,41,1304,45.32159444,-122.3435139,1,1,2,6,12,4,0,38,0,1,1,0,4,1,10,1,41,1,2,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,"Oregon",0
"22970",410172,41,1013,45.83515,-119.6215083,1,1,7,5,23,2,0,1,0,3,3,0,8,2,1,1,41,1,2,2,1,1,1,2,2,2,2,1,2,2,2,2,2,2,"Oregon",1
"22971",410173,41,3195,42.92834444,-123.2700917,2,2,7,6,20,6,0,42,0,1,1,0,4,1,1,1,41,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,"Oregon",1
"22972",410174,41,1380,45.15678611,-121.6505528,1,1,7,2,17,2,0,24,0,1,1,0,4,1,1,1,41,1,2,1,1,1,1,1,2,2,2,3,2,2,2,2,2,2,"Oregon",0
"22973",410175,41,2553,43.43734167,-124.2366528,1,1,7,3,21,4,0,1,0,1,1,0,4,5,1,1,41,1,2,2,1,1,2,2,2,1,2,1,2,1,2,2,2,2,"Oregon",1
"22974",410176,41,1794,44.52263333,-119.7204917,1,1,7,5,10,2,0,17,0,1,1,0,4,1,1,1,41,1,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,"Oregon",0
"22975",410177,41,1819,44.49055556,-121.2292222,2,2,7,6,21,4,0,42,0,1,1,0,4,2,10,1,41,1,2,2,2,1,2,1,2,2,1,1,2,2,2,2,2,2,"Oregon",1
"22976",410178,41,2164,43.96307778,-122.9664556,1,1,7,6,22,4,0,99,0,1,1,0,4,2,98,1,41,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,"Oregon",1
"22977",410179,41,1912,44.33246111,-123.1899389,4,4,7,1,4,4,0,1,0,1,1,0,4,2,1,1,41,1,2,2,2,1,2,2,2,1,2,1,1,2,2,2,2,2,"Oregon",1
"22978",410180,41,1281,45.37760278,-117.84115,1,1,7,1,19,4,0,1,0,1,1,0,4,1,10,1,41,1,2,2,2,1,2,2,2,1,2,1,2,2,2,2,2,2,"Oregon",1
"22979",410181,41,2300,43.73486667,-122.8679639,6,6,7,2,18,4,0,25,0,1,1,0,4,1,1,1,41,1,2,2,1,1,2,1,2,1,2,1,2,2,2,2,2,2,"Oregon",1
"22980",410182,41,1746,44.58715278,-117.4620694,2,2,7,7,1,1,0,12,0,1,1,0,1,2,1,1,41,1,1,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,"Oregon",1
"22981",410183,41,2662,43.29,-123.353,1,1,8,7,13,3,0,24,0,1,1,0,4,1,5,1,41,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,"Oregon",0
"22982",410184,41,2161,43.96785833,-123.0124583,2,2,7,3,12,3,0,12,0,2,3,0,1,1,1,1,41,1,2,1,1,2,1,2,2,2,2,3,2,2,2,2,2,2,"Oregon",0
"22983",410185,41,1341,45.24215556,-123.104125,3,3,8,6,23,3,0,12,0,2,2,0,1,2,1,1,41,1,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,"Oregon",1
"22984",410186,41,1251,45.42416944,-122.590075,2,2,4,4,5,3,0,12,0,2,3,0,1,2,1,1,41,2,2,2,1,2,2,2,2,2,2,3,2,2,2,2,2,2,"Oregon",0
"22985",410187,41,2107,44.04101389,-123.0423278,2,2,6,2,23,6,0,8,0,1,1,0,1,2,10,1,41,2,2,2,1,1,2,2,1,2,2,2,2,2,1,2,2,2,"Oregon",0
"22986",410188,41,2049,44.11343056,-122.9227806,6,6,6,2,9,4,0,12,0,2,3,0,1,1,1,1,41,1,2,1,1,3,2,2,2,2,2,3,2,2,2,2,2,2,"Oregon",0
"22987",410189,41,1154,45.555525,-122.6121944,2,2,8,4,3,6,0,12,0,8,1,0,1,3,1,1,41,2,2,2,1,2,2,1,2,2,2,1,2,2,2,2,2,2,"Oregon",1
"22988",410190,41,2485,43.534075,-119.3341917,5,5,6,5,15,2,0,12,0,1,1,0,1,1,1,1,41,1,2,1,1,3,1,2,2,2,2,3,2,1,2,2,2,2,"Oregon",0
"22989",410191,41,1866,44.408,-124.0314722,3,3,8,7,16,4,0,31,0,1,1,0,4,1,1,1,41,2,2,1,2,1,2,1,2,2,2,1,2,2,2,2,2,2,"Oregon",1
"22990",410192,41,1110,45.62438889,-122.734575,3,3,8,1,20,6,0,12,0,1,1,0,1,5,1,1,41,2,2,2,2,2,1,1,2,2,2,1,1,2,1,2,2,2,"Oregon",1
"22991",410193,41,1316,45.30641944,-122.6628639,3,3,1,2,10,3,0,12,0,1,1,0,1,1,10,2,41,1,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,"Oregon",1
"22992",410194,41,1150,45.55983056,-122.6637056,1,1,8,4,21,6,0,14,0,1,1,0,4,3,1,1,41,2,2,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2,"Oregon",1
"22993",410195,41,1049,45.74875,-123.2968806,1,1,8,4,19,4,0,34,0,1,1,0,4,8,10,1,41,1,2,2,1,1,1,2,2,2,2,2,2,2,1,2,2,2,"Oregon",0
"22994",410197,41,2125,44.01834722,-123.0922944,3,3,8,7,22,6,0,12,0,2,3,0,1,2,2,1,41,2,2,2,2,2,1,2,2,2,2,3,2,2,1,2,2,2,"Oregon",0
"22995",410198,41,1414,45.09890556,-123.0854833,3,3,7,5,13,3,0,12,0,1,1,0,1,1,1,1,41,1,2,1,1,2,2,2,2,2,2,3,2,1,2,2,2,2,"Oregon",0
"22996",410199,41,1011,45.84000833,-119.6794028,3,3,9,5,21,1,0,12,0,1,1,0,4,2,10,2,41,1,1,2,1,2,2,2,2,2,2,3,2,2,1,2,2,2,"Oregon",0
"22997",410200,41,3866,42.44690833,-123.479825,6,6,8,1,0,4,0,1,0,1,1,0,4,2,1,1,41,1,2,2,2,1,2,2,2,1,2,1,2,2,1,2,2,2,"Oregon",1
"22998",410201,41,1407,45.11374722,-121.3554889,1,1,7,3,20,3,0,58,0,1,1,0,4,1,1,1,41,1,2,2,1,1,1,1,2,2,2,3,2,2,2,2,2,2,"Oregon",0
"22999",410202,41,2991,43.05594167,-124.1314611,1,1,7,4,11,3,0,33,0,1,1,0,4,1,1,1,41,2,2,1,1,1,1,2,2,2,2,2,2,1,2,2,2,2,"Oregon",0
"23000",410203,41,1734,44.61519444,-123.0326083,3,3,7,1,12,4,0,12,0,2,2,0,1,1,1,2,41,1,2,1,2,2,2,2,2,1,2,3,2,2,2,2,2,2,"Oregon",0
"23001",410204,41,1452,45.03615278,-123.9686667,1,1,7,4,20,4,0,35,0,1,1,0,4,5,1,1,41,1,2,2,1,1,2,1,2,1,2,3,2,2,2,2,2,2,"Oregon",1
"23002",410205,41,2419,43.60768333,-121.5550639,2,2,7,6,21,2,0,12,0,1,1,0,1,2,1,1,41,1,2,2,2,2,2,1,2,1,1,1,2,1,2,2,2,2,"Oregon",1
"23003",410206,41,1285,45.37496389,-122.8054444,1,1,7,5,15,6,0,42,0,1,1,0,4,1,1,1,41,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,"Oregon",0
"23004",410207,41,4078,42.34790556,-124.4171667,4,4,9,7,16,2,0,24,0,1,1,0,4,1,1,1,41,1,2,1,2,1,2,2,2,2,2,1,2,1,2,2,2,2,"Oregon",1
"23005",410208,41,1124,45.59571389,-122.7341778,2,2,9,5,6,6,0,12,0,1,1,0,1,1,1,1,41,2,2,1,1,2,2,2,2,2,2,3,2,2,2,2,2,1,"Oregon",0
"23006",410209,41,1208,45.49028889,-122.6013028,1,1,7,7,21,6,0,8,0,3,3,0,1,3,1,1,41,2,2,2,2,1,1,2,1,2,2,3,2,2,2,1,2,2,"Oregon",0
"23007",410210,41,1191,45.507675,-122.5651917,2,2,8,6,1,1,0,12,0,1,1,0,1,3,1,1,41,2,1,2,1,2,1,1,2,2,2,1,2,2,2,2,2,2,"Oregon",1
"23008",410211,41,1080,45.67875278,-121.8586167,1,1,7,1,6,6,0,52,0,1,1,0,4,1,1,1,41,2,2,1,2,1,2,2,2,2,2,1,2,1,2,2,2,2,"Oregon",1
"23009",410212,41,1113,45.62108889,-121.6082444,1,1,7,1,21,3,0,30,0,1,1,0,4,5,1,1,41,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,"Oregon",1
"23010",410213,41,1826,44.47623333,-123.2731917,1,1,7,2,14,3,0,42,0,1,1,0,4,1,1,1,41,1,2,1,1,1,2,2,2,2,2,3,2,2,2,2,2,1,"Oregon",0
"23011",410214,41,1779,44.54450556,-117.4189417,3,3,9,3,21,1,0,25,0,1,1,0,4,2,1,1,41,1,1,2,1,2,1,2,2,2,2,1,2,1,2,2,2,2,"Oregon",1
"23012",410215,41,1948,44.278925,-123.2399139,5,5,9,3,17,3,0,12,0,1,1,0,1,1,1,2,41,1,2,1,1,2,2,2,2,1,2,3,2,2,2,2,2,2,"Oregon",0
"23013",410216,41,4361,42.18854444,-123.6475639,6,6,9,5,17,2,0,12,0,1,1,0,1,1,1,3,41,1,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,"Oregon",1
